Hotel/Resort Name,Type of Residence,Area,Rating,Rating,Reviews,Booking website 1,Booking website 1_Price,Booking website 2,Booking website 2 -Price,Booking website 3,Booking website 3 -Price,Cancellation Details,Breakfast Provision,Payement option,Discount
Holiday Inn Express & Suites Bucyrus,Hotel,Bucyrus,8.5,     Excellent  ,782,Booking.com,11379,Holiday Inn Express,11378,Hotels.com,11327,,Breakfast included,Breakfast included,
Staybridge Suites Palmdale,Hotel,Palmdale,8.5,     Excellent  ,1835,Booking.com,11860,StayBridge,11113,StayBridge,11113,,Breakfast included,,
Holiday Inn Express & Suites Dripping Springs - Austin Area,Hotel,Dripping Springs,8.5,     Excellent  ,1321,Holiday Inn Express,10816,Booking.com,10816,,,,Breakfast included,Breakfast included,34%
Sea Horse Resort,Hotel,San Clemente,9.2,     Excellent  ,1163,Booking.com,18219,Hotels.com,18219,,,,Breakfast included,,24%
Great Wolf Lodge Grand Mound,Hotel,Centralia,8.4,     Very good  ,2383,Trip.com,18209,Hotels.com,21998,,,,Breakfast included,,21%
Americinn By Wyndham Dodgeville,,Dodgeville,7.9,     Good  ,764,Hotels.com,8605,Booking.com,8605,,,,Breakfast included,Breakfast included,22%
Holiday Inn Santee,Hotel,Santee,8.1,     Very good  ,3060,Booking.com,12842,Holiday Inn,12842,Agoda,12841,,Breakfast included,Pay at the property,
Hampton Inn Canon City,Hotel,Canon City,8.1,     Very good  ,2592,Booking.com,8730,Hampton Inn,8811,Priceline,8651,,Breakfast included,Breakfast included,34%
Drury Inn & Suites Las Cruces,Hotel,Las Cruces,9.2,     Excellent  ,2644,Booking.com,10581,Hotels.com,9524,Priceline,9483,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Nashville Smyrna,Hotel,Smyrna,8,     Very good  ,719,Hotels.com,13077,Booking.com,14541,,,,Breakfast included,,Our lowest price
La Quinta Inn & Suites Santa Rosa,Hotel,Santa Rosa,8.1,     Very good  ,2590,Booking.com,12655,Trip.com,12615,Destinia,9364,,Breakfast included,,
Hampton Inn Belton Kansas City,Hotel,Belton,8.5,     Excellent  ,2658,Booking.com,Click to view this hotel's special offer,Hampton Inn,11869,Agoda,11689,,Breakfast included,,Lower than hotel site
Holiday Inn Express Annapolis East Kent Island,Hotel,Grasonville,8.7,     Excellent  ,1637,Booking.com,12389,Hotels.com,12389,Trip.com,10936,,Breakfast included,,
Nemacolin Woodlands Resort,,Farmington,9,     Excellent  ,1215,Booking.com,56591,Trip.com,53811,Priceline,52418,,Breakfast included,,
Candlewood Suites Cape Girardeau,Hotel,Cape Girardeau,8.2,     Very good  ,2230,Candlewood Suites,9693,Hotels.com,9235,Priceline,8751,,Breakfast included,,
Tru By Hilton North Platte Ne,,North Platte,9.1,     Excellent  ,2433,Booking.com,18198,Tru by Hilton,18199,Priceline,16102,,Breakfast included,,Lower than hotel site
La Quinta Inn & Suites Mansfield,Hotel,Mansfield,7.8,     Good  ,2603,Booking.com,9499,Hotels.com,9499,,,,Breakfast included,,Our lowest price
Sleep Inn & Suites Roseburg,Hotel,Roseburg,8,     Very good  ,2465,Booking.com,9113,Trip.com,8138,Trip.com,8138,,Breakfast included,Breakfast included,
Jameson Inn Douglas,Hotel,Douglas,7.6,     Good  ,19,Booking.com,8880,Agoda,8880,,,,Breakfast included,,Our lowest price
Cobblestone Hotel & Suites - Newport,,Newport,8.5,     Excellent  ,245,Booking.com,13333,Hotels.com,12928,Hotels.com,12928,,Breakfast included,Breakfast included,
Holiday Inn Express And Suites Hannibal - Medical Center,Hotel,Hannibal,9.5,     Excellent  ,832,Hotels.com,19433,Holiday Inn Express,19348,Holiday Inn Express,19348,,Breakfast included,,
Comfort Suites Wilson I-95,Hotel,Wilson,8.4,     Very good  ,2591,Booking.com,8547,Hotels.com,8547,Trip.com,8464,,Breakfast included,,
Super 8 Motel Cuba,Hotel,Cuba,8.6,     Excellent  ,1938,Booking.com,7887,Super 8,7887,,,,Breakfast included,,Our lowest price
Teton Springs Lodge & Spa,Hotel,Victor,9.1,     Excellent  ,1363,Booking.com,18517,Trip.com,18105,Trip.com,18105,,Breakfast included,,31%
Holiday Inn Express & Suites Batesville,Hotel,Batesville,8.1,     Very good  ,866,Booking.com,14262,Holiday Inn Express,12921,Priceline,12875,,Breakfast included,Breakfast included,
Hampton Inn Cheyenne,Hotel,Cheyenne,8.4,     Very good  ,2536,Booking.com,11192,Hotels.com,11192,,,,Breakfast included,,Our lowest price
Comfort Inn & Suites,,Corvallis,8.3,     Very good  ,1015,Hotels.com,8417,,,,,,Breakfast included,,37%
Holiday Inn Express & Suites Las Vegas,Hotel,Las Vegas,8.5,     Excellent  ,1698,Booking.com,16044,Holiday Inn Express,16044,Trip.com,15526,,Breakfast included,Breakfast included,
Holiday Inn Express Lordstown-Newton Falls/Warren,Hotel,Newton Falls,8.6,     Excellent  ,1256,Booking.com,11774,Holiday Inn Express,11749,Holiday Inn Express,11749,,Breakfast included,,
Casablanca Hotel Resort & Casino,Hotel,Mesquite,8,     Very good  ,4953,Hotels.com,8145,Trip.com,8146,ZenHotels.com,8144,,Breakfast included,,
Best Western Hi-Desert Inn,Hotel,Tonopah,8.7,     Excellent  ,2751,Booking.com,19808,Trip.com,18147,ZenHotels.com,18132,,Breakfast included,Breakfast included,
Waterside Inn,Hotel,Chincoteague,8.7,     Excellent  ,2613,Hotels.com,6753,Trip.com,6385,Trip.com,6385,,Breakfast included,,43%
Historic Santa Maria Inn,,Santa Maria,8.1,     Very good  ,3212,Hotel site,10627,Hotels.com,9883,Priceline,8737,,Breakfast included,,
Rodeway Inn,,Gorham,7.2 ,     ,799,Hotels.com,7676,Booking.com,7676,Trip.com,6652,,Breakfast included,Breakfast included,36%
Fairfield Inn & Suites Kinston,,Kinston,8.5,     Excellent  ,273,Booking.com,10596,Hotels.com,10886,,,,Breakfast included,,12%
Baymont Inn and Suites Litchfield,Hotel,Litchfield,8.4,     Very good  ,2306,Booking.com,7965,Hotels.com,7965,ZenHotels.com,7963,,Breakfast included,Breakfast included,
Glenwood Suites an Ascend Hotel Collection Member,Hotel,Glenwood Springs,8.6,     Excellent  ,2696,Hotels.com,10271,Booking.com,10237,Priceline,9217,,Breakfast included,,38%
Holiday Inn Express & Suites Fulton,Hotel,Fulton,9,     Excellent  ,2566,Holiday Inn Express,8339,Hotels.com,8339,Priceline,8232,,Breakfast included,Pay at the property,
Appomattox Inn And Suites,,Appomattox,9.5,     Excellent  ,1998,Booking.com,10925,Hotel site,10926,Trip.com,9865,,Breakfast included,,Lower than hotel site
Best Western Executive Inn Jacksonville,Hotel,Jacksonville,8.4,     Very good  ,1024,Hotels.com,8613,Booking.com,8613,,,,Breakfast included,,Our lowest price
Hampton Inn Lancaster,Hotel,Lancaster,7.9,     Good  ,1288,Hotels.com,13885,Hampton Inn,13886,,,,Breakfast included,,14%
Fairfield Inn & Suites Keene Downtown,,Keene,8.7,     Excellent  ,1503,Booking.com,13536,Fairfield Inn,12553,Hotels.com,12552,,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Commerce  GA,,Commerce,7.3 ,     ,1504,Booking.com,8808,Hotels.com,8880,,,,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Albert Lea - I-35,Hotel,Albert Lea,8.7,     Excellent  ,2285,Hotels.com,10981,Booking.com,10933,Priceline,10932,,Breakfast included,Breakfast included,
Best Western Derby Inn,Hotel,Eagle River,9,     Excellent  ,1036,Booking.com,13733,Trip.com,13498,Trip.com,13498,,Breakfast included,Breakfast included,10%
Comfort Suites South Point Area,Hotel,McDonough,8.6,     Excellent  ,1767,Booking.com,10504,Hotels.com,10504,Priceline,10503,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Batesville,Hotel,Batesville,8.4,     Very good  ,1165,Booking.com,9064,Hotels.com,8148,Hotels.com,8148,,Breakfast included,Pay at the property,
Sleep Inn & Suites and Indoor Water Park,Hotel,Liberty,8.2,     Very good  ,2511,Hotels.com,8641,Booking.com,10166,Trip.com,7922,,Breakfast included,,
Hotel Inn at the Tides,Hotel,Bodega Bay,8.4,     Very good  ,3518,Booking.com,34063,Trip.com,32166,ZenHotels.com,31354,,Breakfast included,Breakfast included,
Aspenalt,,Basalt,8.3,     Very good  ,1544,Hotels.com,15409,Booking.com,15409,Agoda,15408,,Breakfast included,Pay at the property,24%
Holiday Inn Express & Suites Danville,Hotel,Danville,8.4,     Very good  ,892,Booking.com,16082,Holiday Inn Express,16082,Agoda,16030,,Breakfast included,,
Hampton Inn LaGrange near Callaway Gardens  GA,Hotel,LaGrange,8.5,     Excellent  ,1525,Booking.com,12488,Hampton Inn,12489,Hotels.com,12487,,Breakfast included,,Lower than hotel site
The North Shore Inn at Lake Mead,Hotel,Overton,8.6,     Excellent  ,354,Booking.com,11771,Trip.com,11458,Trip.com,11458,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Wharton,Hotel,Wharton,8.8,     Excellent  ,674,Holiday Inn Express,12696,Booking.com,12696,,,,Breakfast included,,Our lowest price
Hampton Inn Covington Va,,Covington,8.4,     Very good  ,950,Booking.com,19703,Hampton Inn,19704,Agoda,19702,,Breakfast included,,Lower than hotel site
Cobblestone Hotel & Suites - Andrews,,Andrews,9.2,     Excellent  ,316,Booking.com,9911,Trip.com,7562,Trip.com,7562,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Tucumcari,Hotel,Tucumcari,9.2,     Excellent  ,2282,Booking.com,13117,Trip.com,13119,Agoda,12314,,Breakfast included,Pay at the property,
Holiday Inn Express And Suites Latta,,Latta,9.2,     Excellent  ,589,Booking.com,11267,Holiday Inn Express,11267,Priceline,11266,,Breakfast included,,
Best Western Troy Inn,Hotel,Troy,8.3,     Very good  ,1979,Booking.com,11185,Hotels.com,11185,ZenHotels.com,11184,,Breakfast included,Breakfast included,13%
Super 8 Forest City,Hotel,Forest City,8.2,     Very good  ,856,Hotels.com,8151,Booking.com,6928,Booking.com,6928,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Lock Haven,Hotel,Lock Haven,8.8,     Excellent  ,931,Booking.com,14689,Hotels.com,14689,,,,Breakfast included,Pay at the property,Our lowest price
Ojai Valley Inn,Hotel,Ojai,9.3,     Excellent  ,2712,Trip.com,54102,Booking.com,77561,,,,Breakfast included,,Our lowest price
Quality Inn Winnemucca - Model T Casino,Hotel,Winnemucca,7.2 ,     ,2535,Booking.com,12221,Trip.com,11202,Trip.com,11202,,Breakfast included,,
Best Western Cleveland Inn & Suites,Hotel,Cleveland,8.5,     Excellent  ,1387,Booking.com,6584,Hotels.com,6991,Agoda,6583,,Breakfast included,Breakfast included,10%
Holiday Inn Express & Suites Marion,Hotel,Marion,8,     Very good  ,661,Holiday Inn Express,9236,Booking.com,9236,,,,Breakfast included,Pay at the property,11%
Hampton Inn Clearfield,Hotel,Clearfield,8.2,     Very good  ,1288,Booking.com,11227,Hampton Inn,11228,Agoda,11226,,Breakfast included,,Lower than hotel site
Fairfield Inn & Suites Winona,,Winona,9.1,     Excellent  ,539,Booking.com,16130,Hotels.com,14839,Hotels.com,14839,,Breakfast included,Pay at the property,
Comfort Suites Idabel,Hotel,Idabel,8.2,     Very good  ,1003,Booking.com,12342,Hotels.com,12423,,,,Breakfast included,,Our lowest price
Candlewood Suites Sayre,Hotel,Sayre,8.9,     Excellent  ,1904,Candlewood Suites,10342,Booking.com,10342,ZenHotels.com,10341,,Breakfast included,Pay at the property,
La Quinta Inn & Suites Alexandria Airport,Hotel,Alexandria,7.9,     Good  ,2585,Booking.com,8164,Hotels.com,8164,ZenHotels.com,8159,,Breakfast included,Breakfast included,
Comfort Suites Near Texas State University,Hotel,San Marcos,7.4 ,     ,2446,Booking.com,8539,Hotels.com,8137,ZenHotels.com,8135,,Breakfast included,Breakfast included,
Hotel Hampton Inn New Albany  MS,Hotel,New Albany,8.5,     Excellent  ,1343,Booking.com,11113,Hampton Inn,11114,Priceline,11013,,Breakfast included,,Lower than hotel site
Winnemucca Inn and Casino,Hotel,Winnemucca,8.2,     Very good  ,2562,Booking.com,12957,Hotels.com,12957,,,,Breakfast included,Pay at the property,Our lowest price
Best Western Villa Del Lago Inn,Hotel,Patterson,8.2,     Very good  ,2375,Booking.com,9550,Hotels.com,9550,ZenHotels.com,9544,,Breakfast included,,
Holiday Inn Express & Suites Elgin,Hotel,Elgin,8,     Very good  ,981,Holiday Inn Express,13633,Booking.com,13633,ZenHotels.com,13541,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Hailey Sun Valley,,Hailey,9,     Excellent  ,245,Hotels.com,16686,Fairfield Inn,16686,,,,Breakfast included,,Our lowest price
Sanibel Island Beach Resort,Hotel,Sanibel Island,8.1,     Very good  ,3247,Hotels.com,20180,,,,,,Breakfast included,,Our lowest price
Hampton Inn & Suites Millington,Hotel,Millington,9,     Excellent  ,1258,Booking.com,12451,Hampton Inn,12451,Hotels.com,12450,,Breakfast included,Breakfast included,21%
Days Inn by Wyndham Las Cruces,Hotel,Las Cruces,8.1,     Very good  ,2721,Booking.com,5936,DaysInn,6237,,,,Breakfast included,,Our lowest price
Quality Inn & Suites Conference Center Hotel,Hotel,Erie,6.1 ,     ,2585,Hotels.com,6489,Booking.com,6490,ZenHotels.com,6486,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Aberdeen,,Aberdeen,9.1,     Excellent  ,429,Booking.com,13684,Hotels.com,13647,ZenHotels.com,13645,,Breakfast included,Breakfast included,
Hotel TownePlace Suites Jacksonville,Hotel,Jacksonville,8.5,     Excellent  ,1259,Booking.com,10252,TownePlace,10251,Hotels.com,10251,,Breakfast included,Breakfast included,
Parkfield Inn Clinton,,Clinton,9,     Excellent  ,1582,Booking.com,9057,Hotels.com,9056,Trip.com,7650,,Breakfast included,Breakfast included,
Hampton Inn Statesville,Hotel,Statesville,8.9,     Excellent  ,1868,Hotels.com,14037,Hampton Inn,14038,,,,Breakfast included,,Our lowest price
The Redwood Riverwalk Hotel,Hotel,Fortuna,8,     Very good  ,2641,Booking.com,12108,Trip.com,10906,Trip.com,10906,,Breakfast included,Breakfast included,
Towneplace Suites By Marriott Slidell,Hotel,Slidell,8.9,     Excellent  ,675,Booking.com,15865,TownePlace,14306,TownePlace,14306,,Breakfast included,Breakfast included,
Travelodge Bishop,Hotel,Bishop,7.8,     Good  ,2697,Booking.com,10840,Hotels.com,10776,Agoda,10365,,Breakfast included,Pay at the property,
Springhill Suites Austin West/lakeway,,Lakeway,8.9,     Excellent  ,886,Booking.com,11103,Springhill Suites,10991,Springhill Suites,10991,,Breakfast included,,
Best Western Plus Covered Bridge Inn,,Brazil,8.4,     Very good  ,1667,Booking.com,8905,Hotels.com,8905,ZenHotels.com,8904,,Breakfast included,,
Hampton Inn La Grange,Hotel,LaGrange,8.6,     Excellent  ,825,Booking.com,12996,Hampton Inn,12997,Agoda,12995,,Breakfast included,,Lower than hotel site
Holiday Inn Express & Suites Circleville,Hotel,Circleville,8.3,     Very good  ,1098,Holiday Inn Express,11746,Hampton Inn,12869,,,,Breakfast included,Pay at the property,Our lowest price
Fairfield Inn & Suites Douglas,Hotel,Douglas,9,     Excellent  ,892,Booking.com,17157,Trip.com,17160,,,,Breakfast included,,Our lowest price
Motel 6 Ennis,Hotel,Ennis,6.3 ,     ,1173,Booking.com,5756,Hotels.com,5744,Hotels.com,5744,,Breakfast included,Pay at the property,
Comfort Inn St Robert/Fort Leonard Wood,Hotel,Saint Robert,8.9,     Excellent  ,1886,Booking.com,10197,Trip.com,9654,Trip.com,9654,,Breakfast included,,
Royal Victorian Motel,,Port Angeles,7.7,     Good  ,2122,Booking.com,6917,Hotels.com,6571,Trip.com,6223,,Breakfast included,,40%
Holiday Inn Express & Suites Bryan-Montpelier,Hotel,Montpelier,8.5,     Excellent  ,1329,Booking.com,12159,Holiday Inn Express,12159,Agoda,11837,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Seymour,Hotel,Seymour,8.4,     Very good  ,1002,Booking.com,13890,Hotels.com,12224,ZenHotels.com,12217,,Breakfast included,Breakfast included,
Quality Inn Denver Westminster,Hotel,Westminster,7.3 ,     ,2647,Booking.com,6883,Hotels.com,6883,Trip.com,5816,,Breakfast included,Breakfast included,
La Casa Del Zorro,Hotel,Borrego Springs,8.9,     Excellent  ,2523,Trip.com,20729,Booking.com,20722,Priceline,20540,,Breakfast included,,
La Quinta Inn & Suites Sweetwater East,,Sweetwater,9.3,     Excellent  ,1630,Booking.com,10912,Trip.com,10914,Hotels.com,10911,,Breakfast included,Breakfast included,
Best Western Warrensburg Inn,Hotel,Warrensburg,8.5,     Excellent  ,1139,Hotels.com,8383,Booking.com,8338,ZenHotels.com,7905,,Breakfast included,,
Walker River Lodge,,Bridgeport,8.4,     Very good  ,1388,Booking.com,12585,Hotels.com,12584,Hotels.com,12584,,Breakfast included,Pay at the property,18%
Budget Inn,,Fallon,6.7 ,     ,1182,Booking.com,5353,Hotels.com,5353,Agoda,5352,,Breakfast included,Pay at the property,11%
Motel 6 Idaho Falls - Snake River,Hotel,Idaho Falls,8.1,     Very good  ,2532,Booking.com,6395,Hotels.com,6394,Hotels.com,6394,,Breakfast included,Pay at the property,25%
Holiday Inn Express & Suites Lexington-Hwy 378,Hotel,Lexington,7.5,     Good  ,1050,Hotels.com,9348,Booking.com,9349,ZenHotels.com,9347,,Breakfast included,Breakfast included,
Hotel John Carver Inn & Spa,Hotel,Plymouth,8.1,     Very good  ,2668,Booking.com,14782,Hotels.com,15247,Agoda,12368,,Breakfast included,,
Gold Dust West,Hotel,Carson City,8,     Very good  ,2574,Booking.com,10368,Trip.com,8571,Agoda,8078,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Corinth,Hotel,Corinth,8.9,     Excellent  ,1388,Holiday Inn Express,12166,Trip.com,13393,Priceline,12025,,Breakfast included,Pay at the property,Book with the hotel
Holiday Inn Express & Suites Terrell,Hotel,Terrell,8.2,     Very good  ,1315,Booking.com,10252,Holiday Inn Express,10342,ZenHotels.com,10250,,Breakfast included,,Lower than hotel site
Comfort Inn Near Vail Beaver Creek,Hotel,Avon,8.2,     Very good  ,2643,Booking.com,12101,Hotels.com,12662,Priceline,11504,,Breakfast included,,16%
Holiday Inn Sheridan-Convention Center,Hotel,Sheridan,7.5,     Good  ,2192,Booking.com,7914,Ramada,7914,,,,Breakfast included,,Our lowest price
Clarion Pointe Sulphur Springs,Hotel,Sulphur Springs,9.1,     Excellent  ,1799,Booking.com,11113,Hotels.com,11112,Trip.com,10460,,Breakfast included,,
Hotel The Lodge At Crooked Lake,Hotel,Siren,9,     Excellent  ,797,Hotels.com,12562,Booking.com,13791,Trip.com,10565,,Breakfast included,Breakfast included,
Little America  - Wyoming,,Little America,8.2,     Very good  ,2352,Booking.com,9311,Hotels.com,9311,,,,Breakfast included,Pay at the property,12%
Holiday Inn Express & Suites Altus,Hotel,Altus,8.2,     Very good  ,758,Holiday Inn Express,11946,Booking.com,11960,,,,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Schulenburg,Hotel,Schulenburg,8.7,     Excellent  ,973,Booking.com,11662,Holiday Inn Express,11662,,,,Breakfast included,,Our lowest price
Hampton Inn Waycross,Hotel,Waycross,8.1,     Very good  ,901,Booking.com,14703,Hampton Inn,14704,Hotels.com,14702,,Breakfast included,,Lower than hotel site
Super 8 Aberdeen East,Hotel,Aberdeen,7.2 ,     ,1637,Booking.com,10752,Hotels.com,10752,ZenHotels.com,10750,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Sealy,Hotel,Sealy,8.2,     Very good  ,860,Booking.com,10534,Holiday Inn Express,10534,,,,Breakfast included,,Our lowest price
